"peiid","taxonname_clean","taxonname_key","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","POINT_X","POINT_Y","phiidref","labsampnum","layerseqnum","hzdept","hzdepb","hzname","texcl","ncsslayerlabdataiid","sandtotmeasured","silttotmeasured","claytotmeasured","cec7","colorhue","colorvalue","colorchroma"
123161,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-84.398613,32.0208321000001,624097,"86P01139",3,50,125,"Bt2","Clay",339812,38.5999985,9.6999998,51.7000008,5,"2.5YR",3,6
123161,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-84.398613,32.0208321000001,624098,"86P01140",4,125,190,"Bt3","Clay",339813,39,5.4000001,55.5999985,4.9000001,"2.5YR",3,6
123161,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-84.398613,32.0208321000001,624099,"86P01141",5,190,225,"Bt4","Clay",339814,42,4.5999999,53.4000015,4.4000001,"2.5YR",3,6
123161,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-84.398613,32.0208321000001,624100,"86P01142",6,225,300,"Bt5","Clay",339815,44.5999985,4.9000001,50.5,4,"2.5YR",3,6
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411075,"86P01122",1,0,13,"1A p","Sandy clay loam",339795,61.2999992,12.8999996,25.7999992,3.8,"2.5YR",4,4
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411076,"86P01123",2,13,48,"1B t","Sandy clay",339796,45.5,11.3999996,43.0999985,3.8,"2.5YR",4,6
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411077,"86P01124",3,48,70,"1B tv1","Sandy clay",339797,49.5999985,11.3999996,39,3.7,"2.5YR",4,8
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411078,"86P01125",4,70,100,"1B tv2","Sandy clay",339798,53.7000008,9.8000002,36.5,3.8,"10YR",6,6
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411079,"86P01126",5,100,150,"1B tv3","Sandy clay",339799,53.2999992,9,37.7000008,3.4000001,"10YR",6,6
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411080,"86P01127",6,150,210,"1B tv4","Clay",339800,44.2000008,10.3999996,45.4000015,3.7,"10YR",6,6
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411081,"86P01128",7,210,255,"1B' t1","Clay",339801,42.5999985,10.3999996,47,4.5,"10YR",6,6
890611,"Carnegie","CARNEGIE","Fine, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine",-84.3958359,32.0102768,4411082,"86P01129",8,255,338,"1B' t2","Clay",339802,24.2000008,11.8999996,63.9000015,8.1000004,"10YR",7,2
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625889,"86P02887",1,0,23,"Ap","Sandy loam",20733,73.5999985,20.6000004,5.8000002,2.3,"7.5YR",4,4
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625890,"86P02888",2,23,30,"EB","Sandy clay loam",20734,49.9000015,25.7999992,24.2999992,4,"5YR",4,6
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625891,"86P02889",3,30,43,"BE","Clay loam",20735,42,23.3999996,34.5999985,5.4000001,"2.5YR",4,8
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625892,"86P02890",4,43,61,"Bt1","Clay",20736,34.2999992,18.7999992,46.9000015,6.9000001,"10R",4,6
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625893,"86P02891",5,61,112,"Bt2","Clay",20737,33.4000015,17.2999992,49.2999992,7.1999998,"10R",4,6
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625894,"86P02892",6,112,150,"Bt3","Clay",20738,32.2000008,16,51.7999992,7.1999998,"10R",3,6
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625895,"86P02893",7,150,163,"Bt4","Clay",20739,31.8999996,14.3999996,53.7000008,7.1999998,"10R",3,6
123429,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.5911101999999,36.3875008000001,625896,"86P02894",8,163,218,"Bt5","Clay",20740,36.0999985,12.3000002,51.5999985,7.3000002,"10R",3,6
123430,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.6763916,36.4994431000001,625898,"86P02895",1,0,23,"Ap","Sandy loam",20741,68,21,11,2.8,"5YR",4,4
123430,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.6763916,36.4994431000001,625899,"86P02896",2,23,41,"Bt1","Clay",20742,38.0999985,17.6000004,44.2999992,6.3000002,"2.5YR",4,6
123430,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.6763916,36.4994431000001,625900,"86P02897",3,41,66,"Bt21","Clay",20743,34.5,13,52.5,6.3000002,"10YR",4,8
123430,"Turbeville","TURBEVILLE","Fine, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","fine",-77.6763916,36.4994431000001,625901,"86P02902",8,173,193,"Bt31","Sandy clay",20748,49,11.3999996,39.5999985,5,"10YR",4,8
123935,"Byars","BYARS","Clayey, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.4166640999999,34.2083321000001,629185,"87P00739",1,0,23,"Ap","Sandy loam",151523,60.2000008,22.1000004,17.7000008,12.6999998,"10YR",2,1
123935,"Byars","BYARS","Clayey, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.4166640999999,34.2083321000001,629186,"87P00740",2,23,33,"A","Clay loam",151524,41.7000008,30.3999996,27.8999996,14.5,"10YR",2,1
123935,"Byars","BYARS","Clayey, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.4166640999999,34.2083321000001,629187,"87P00741",3,33,53,"Btg1","Clay loam",151525,36.7999992,30.8999996,32.2999992,11,"10YR",4,1
123935,"Byars","BYARS","Clayey, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.4166640999999,34.2083321000001,629188,"87P00742",4,53,109,"Btg2","Clay loam",151526,35.5,31.2999992,33.2000008,9.6000004,"10YR",5,1
123935,"Byars","BYARS","Clayey, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.4166640999999,34.2083321000001,629189,"87P00743",5,109,165,"Btg3","Clay loam",151527,34.5999985,27.2999992,38.0999985,11.6000004,"10YR",4,1
123935,"Byars","BYARS","Clayey, kaolinitic, thermic Umbric Paleaquults","Ultisols","Aquults","Paleaquults","Umbric Paleaquults","clayey",-79.4166640999999,34.2083321000001,629190,"87P00744",6,165,185,"Btg4","Clay",151528,25.7999992,19,55.2000008,18,"10YR",4,1
123640,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.4355545,32.7775002000001,627303,"86P04937",1,0,25,"Ap","Coarse sand",87747,88,8.3999996,3.5999999,1.4,"10YR",7,4
123640,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.4355545,32.7775002000001,627304,"86P04938",2,25,41,"Bt1","Sandy clay loam",87748,59.7999992,7.1999998,33,3.8,"10YR",5,6
123640,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.4355545,32.7775002000001,627305,"86P04939",3,41,56,"Bt2","Sandy clay loam",87749,63.5,3.2,33.2999992,3.2,"10YR",6,8
123640,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.4355545,32.7775002000001,627306,"86P04940",4,56,82,"C","Sandy clay",87750,54.2000008,4.8000002,41,4.4000001,"10YR",6,8
123640,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.4355545,32.7775002000001,627307,"86P04941",5,82,183,"2C","Sandy clay",87751,48.2999992,6.9000001,44.7999992,5.4000001,"2.5YR",4,8
123641,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.5180587999999,32.8227768,627308,"86P04942",1,0,28,"Ap","Coarse sand",87752,89.6999969,7,3.3,1.8,"10YR",5,2
123641,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.5180587999999,32.8227768,627309,"86P04943",2,28,41,"BE","Sandy loam",87753,75.5999985,12.6000004,11.8000002,1.7,"10YR",6,6
123641,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.5180587999999,32.8227768,627310,"86P04944",3,41,61,"Bt1","Sandy clay loam",87754,60.2999992,7.8000002,31.8999996,3.8,"10YR",6,6
123641,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.5180587999999,32.8227768,627311,"86P04945",4,61,91,"Bt2","Sandy clay",87755,53.9000015,6.1999998,39.9000015,4.5,"10YR",6,3
123641,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.5180587999999,32.8227768,627312,"86P04946",5,91,138,"C1","Sandy clay loam",87756,65,3.3,31.7000008,2.9000001,"10YR",6,8
123641,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-82.5180587999999,32.8227768,627313,"86P04947",6,138,183,"C2","Sandy clay loam",87757,66.0999985,6,27.8999996,3.4000001,"2.5YR",4,8
123642,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-83.8758316,31.5002785,627315,"86P04948",1,0,15,"A","Loamy sand",87758,86.5999985,7.3000002,6.0999999,4.1999998,"10YR",4,2
123642,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-83.8758316,31.5002785,627316,"86P04949",2,15,40,"E","Loamy sand",87759,83.8000031,8,8.1999998,2.8,"10YR",4,3
123642,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-83.8758316,31.5002785,627317,"86P04950",3,40,56,"BE","Sandy loam",87760,78.6999969,7.5999999,13.6999998,2.5,"10YR",4,4
123642,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-83.8758316,31.5002785,627318,"86P04951",4,56,82,"Bt1","Sandy clay",87761,60.0999985,4.1999998,35.7000008,3.3,"10YR",5,8
123642,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-83.8758316,31.5002785,627319,"86P04952",5,82,97,"Bt2","Sandy clay",87762,54.2000008,2.3,43.5,4,"10YR",6,8
123642,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-83.8758316,31.5002785,627320,"86P04953",6,97,145,"C1","Sandy clay loam",87763,74.8000031,2.0999999,23.1000004,2.5,"2.5YR",5,4
123642,"Cowarts","COWARTS","Clayey, kaolinitic, thermic Typic Kanhapludults","Ultisols","Udults","Kanhapludults","Typic Kanhapludults","clayey",-83.8758316,31.5002785,627321,"86P04954",7,145,183,"C2","Sandy loam",87764,78.8000031,2.9000001,18.2999992,2.0999999,"10R",5,4
125004,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635973,"88P02637",1,0,25,"Ap / C","Loamy sand",355226,86.4000015,10.8000002,2.8,2.0999999,"10YR",4,3
125004,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635974,"88P02638",2,25,46,"Btc","Sandy clay loam",355227,61,12.3999996,26.6000004,4.6999998,"10YR",5,8
125004,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635975,"88P02639",3,46,81,"Bt","Sandy clay loam",355228,57.2999992,13.6999998,29,4.0999999,"10YR",5,8
125004,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635976,"88P02640",4,81,91,"Btv1","Sandy clay loam",358329,63.7999992,11.3000002,24.8999996,3.8,"10YR",5,8
125004,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635977,"88P02641",5,91,130,"Btv21","Sandy clay loam",358330,64.1999969,10.6999998,25.1000004,3,"7.5YR",5,8
125004,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635978,"88P02643",7,183,230,"BC","Sandy clay loam",358332,63.5999985,9.8999996,26.5,4,"10YR",7,2
125005,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635979,"88P02644",1,0,30,"Ap / C","Sand",358333,87.5999985,10.3999996,2,1.8,"10YR",4,2
125005,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635980,"88P02645",2,30,46,"Btc","Sandy loam",358334,71.3000031,15.6000004,13.1000004,2.5999999,"10YR",5,8
125005,"Tifton","TIFTON","Fine-loamy, siliceous, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,635981,"88P02646",3,46,74,"Bt","Sandy clay loam",358335,65.6999969,11.6999998,22.6000004,3.3,"7.5YR",5,8
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635987,"88P02650",1,0,25,"Ap","Fine sand",358339,91.1999969,5.5,3.3,1.7,"10YR",4,2
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635988,"88P02651",2,25,51,"E1","Loamy fine sand",358340,87.0999985,8.6999998,4.1999998,1.3,"10YR",5,4
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635989,"88P02652",3,51,89,"E2","Fine sand",358341,89.1999969,6.5,4.3000002,1.1,"10YR",6,6
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635990,"88P02653",4,89,102,"E3","Loamy fine sand",358342,84.5999985,6.1999998,9.1999998,1.7,"7.5YR",5,8
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635991,"88P02654",5,102,130,"Bt1","Sandy clay loam",358343,74.5999985,4.5999999,20.7999992,3.0999999,"7.5YR",5,8
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635992,"88P02655",6,130,173,"Btv1","Sandy clay loam",358344,63.4000015,7.0999999,29.5,5.1999998,"7.5YR",5,8
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635993,"88P02656",7,173,203,"Btv2","Sandy clay loam",358345,62.7999992,6.6999998,30.5,5.0999999,"7.5YR",7,2
125007,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635994,"88P02657",8,203,283,"Bt2","Sandy clay loam",358346,67.5999985,4.9000001,27.5,4.3000002,"10YR",7,2
125008,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635995,"88P02660",1,0,36,"Ap","Fine sand",358349,92.5,5.3000002,2.2,1.8,"10YR",4,2
125008,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635996,"88P02661",2,36,71,"E1","Sand",358350,89,8.3999996,2.5999999,1,"10YR",6,6
125008,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635997,"88P02662",3,71,122,"E2","Sand",358351,91.1999969,6.3000002,2.5,0.7,"10YR",6,4
125008,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635998,"88P02663",4,122,140,"Bt1","Fine sandy loam",358352,80.5,5.8000002,13.6999998,2.2,"7.5YR",5,8
125008,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,635999,"88P02664",5,140,176,"Btv","Sandy clay loam",358353,73.5,4.6999998,21.7999992,4.4000001,"7.5YR",5,8
125008,"Bonifay","BONIFAY","Loamy, siliceous, subactive, thermic Grossarenic plinthic paleudults","Ultisols","Udults","Kandiudults","Grossarenic Plinthic Kandiudults","loamy",-83.5427779999999,31.4916668000001,636000,"88P02665",6,176,274,"Bt2","Sandy clay loam",358354,75.9000015,1.5,22.6000004,4.1999998,"10YR",6,6
890622,"Tifton","TIFTON","Fine-loamy, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,4411138,"88P02647",1,0,29,"1Apc","Loamy sand",358336,84.4000015,14,1.6,2.5,"10YR",4,3
890622,"Tifton","TIFTON","Fine-loamy, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,4411139,"88P02648",2,29,48,"1Btc","Sandy clay loam",358337,66.1999969,10.1999998,23.6000004,3.9000001,"10YR",5,8
890622,"Tifton","TIFTON","Fine-loamy, kaolinitic, thermic Plinthic Kandiudults","Ultisols","Udults","Kandiudults","Plinthic Kandiudults","fine-loamy",-83.6563872999999,31.5080547000001,4411140,"88P02649",3,48,74,"1Bt","Sandy clay loam",358338,61.5,8,30.5,4,"7.5YR",5,8
125081,"Emporia","EMPORIA","Fine-loamy, mixed, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy",-77.3233337,38.081665,636530,"88P03460",1,0,20,"Ap","Fine sandy loam",384348,71.4000015,22.5,6.0999999,NA,"10YR",4,3
125081,"Emporia","EMPORIA","Fine-loamy, mixed, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy",-77.3233337,38.081665,636533,"88P03461",2,76,114,"Bt2","Sandy clay loam",384349,60.2999992,10.1999998,29.5,NA,"7.5YR",5,8
125739,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.7430573,36.2097206,640889,"89P02927",1,0,20,"Ap","Fine sandy loam",170959,58.7999992,33.5,7.6999998,4.0999999,"10YR",5,3
125739,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.7430573,36.2097206,640890,"89P02928",2,20,30,"BE","Loam",170960,45.4000015,29.3999996,25.2000008,5,"10YR",5,6
125739,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.7430573,36.2097206,640891,"89P02929",3,30,75,"Bt1","Clay loam",170961,40.9000015,27.2999992,31.7999992,6.1999998,"10YR",5,6
125739,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.7430573,36.2097206,640892,"89P02930",4,75,105,"Bt2","Clay loam",170962,43,25.2999992,31.7000008,6.1999998,"10YR",5,6
125739,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.7430573,36.2097206,640893,"89P02931",5,105,135,"Bt3","Clay loam",170963,42.2999992,26.5,31.2000008,6.5,"7.5YR",5,6
125739,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.7430573,36.2097206,640894,"89P02932",6,135,155,"C","Sandy clay loam",170964,48.2999992,25.7999992,25.8999996,5.9000001,"7.5YR",5,6
125740,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.6930541999999,36.3069458000001,640895,"89P02933",1,0,28,"Ap","Loamy sand",170965,79,20.6000004,0.4,1.2,"10YR",5,3
125740,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.6930541999999,36.3069458000001,640896,"89P02934",2,28,43,"EB","Fine sandy loam",170966,68.5,27.8999996,3.5999999,1.9,"10YR",5,6
125740,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.6930541999999,36.3069458000001,640897,"89P02935",3,43,108,"Bt1","Fine sandy loam",170967,59.2999992,22.2000008,18.5,4.0999999,"10YR",5,6
125740,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.6930541999999,36.3069458000001,640898,"89P02936",4,108,145,"Bt2","Clay loam",170968,41.2999992,25.7000008,33,8.6999998,"10YR",5,6
125740,"Emporia","EMPORIA","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.6930541999999,36.3069458000001,640899,"89P02937",5,145,168,"C","Clay loam",170969,35.7000008,29.5,34.7999992,10.3000002,"10R",4,6
125741,"Noboco","NOBOCO","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.4472198,36.0736122000001,640900,"89P02938",1,0,28,"Ap","Fine sandy loam",170970,69.6999969,27.8999996,2.4000001,1.6,"10YR",5,4
125741,"Noboco","NOBOCO","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.4472198,36.0736122000001,640901,"89P02939",2,28,45,"EB","Fine sandy loam",170971,57.4000015,36.5999985,6,2.7,"10YR",7,4
125741,"Noboco","NOBOCO","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy",-77.4472198,36.0736122000001,640902,"89P02940",3,45,75,"Bt1","Fine sandy loam",170972,53.9000015,27.6000004,18.5,4.3000002,"10YR",5,8
