"peiid","taxonname_clean","taxonname_key","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","POINT_X","POINT_Y","phiidref","labsampnum","layerseqnum","hzdept","hzdepb","hzname","texcl","ncsslayerlabdataiid","sandtotmeasured","silttotmeasured","claytotmeasured","cec7","colorhue","colorvalue","colorchroma"
110638,"Persanti","PERSANTI","Fine, kaolinitic, thermic Aquic Paleudults","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",-80.3975753999999,33.5293083,543133,"40A33470",1,0,13,"Ap","Silt loam",270361,28.2999992,50.2000008,21.5,NA,"10YR",4,2
110638,"Persanti","PERSANTI","Fine, kaolinitic, thermic Aquic Paleudults","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",-80.3975753999999,33.5293083,543134,"40A33471",2,13,25,"B","Clay loam",270362,20.3999996,45.9000015,33.7000008,NA,"10YR",6,6
110638,"Persanti","PERSANTI","Fine, kaolinitic, thermic Aquic Paleudults","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",-80.3975753999999,33.5293083,543135,"40A33472",3,25,56,"Bt1","Clay",270363,12.3000002,32.7999992,54.9000015,NA,"10YR",5,8
110638,"Persanti","PERSANTI","Fine, kaolinitic, thermic Aquic Paleudults","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",-80.3975753999999,33.5293083,543136,"40A33473",4,56,102,"Bt2","Clay",270364,9.8999996,30.2000008,59.9000015,NA,"10YR",5,8
110638,"Persanti","PERSANTI","Fine, kaolinitic, thermic Aquic Paleudults","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",-80.3975753999999,33.5293083,543137,"40A33474",5,102,140,"Bt3","Clay",270365,8,32.9000015,59.0999985,NA,"5YR",4,6
110638,"Persanti","PERSANTI","Fine, kaolinitic, thermic Aquic Paleudults","Ultisols","Udults","Paleudults","Aquic Paleudults","fine",-80.3975753999999,33.5293083,543138,"40A33475",6,140,190,"Bt4","Clay",270366,8.1000004,33.2999992,58.5999985,NA,"10YR",7,1
100933,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9846267999999,32.3315659,528508,"40A38814",1,0,18,"Ap","Sandy loam",43363,78.3000031,7.9000001,13.8000002,NA,"5YR",3,3
100933,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9846267999999,32.3315659,528509,"40A38815",2,18,30,"Bt1","Sandy clay loam",43364,63,8.8000002,28.2000008,NA,"2.5YR",3,6
100933,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9846267999999,32.3315659,528510,"40A38816",3,30,53,"Bt2","Sandy clay loam",43365,63,9.3999996,27.6000004,NA,"10R",3,6
100933,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9846267999999,32.3315659,528511,"40A38817",4,53,81,"Bt3","Sandy clay loam",43366,63,8.6000004,28.3999996,NA,"10R",3,6
100933,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9846267999999,32.3315659,528512,"40A38818",5,81,102,"Bt4","Sandy clay loam",43367,64,7.9000001,28.1000004,NA,"10R",3,6
100933,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9846267999999,32.3315659,528513,"40A38819",6,102,147,"Bt5","Sandy clay loam",43368,64.6999969,6.5,28.7999992,NA,"10R",3,6
100933,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9846267999999,32.3315659,528514,"40A38820",7,147,163,"Bt6","Sandy clay loam",43369,65.1999969,6,28.7999992,NA,"10R",3,6
100934,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9915695,32.2765656,528503,"40A38821",1,0,25,"Ap","Loamy sand",43370,80.5,10.3999996,9.1000004,NA,"7.5YR",3,2
100934,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9915695,32.2765656,528504,"40A38822",2,25,41,"Bt1","Sandy clay loam",43371,70.3000031,8.6999998,21,NA,"2.5YR",3,6
100934,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9915695,32.2765656,528505,"40A38823",3,41,79,"Bt2","Sandy clay loam",43372,65,9.1999998,25.7999992,NA,"2.5YR",3,6
100934,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9915695,32.2765656,528506,"40A38824",4,79,114,"Bt3","Sandy clay loam",43373,66.0999985,6.9000001,27,NA,"2.5YR",3,6
100934,"Red Bay","RED BAY","Fine-loamy, siliceous, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine-loamy",-83.9915695,32.2765656,528507,"40A38825",5,114,163,"Bt4","Sandy clay loam",43374,63.5,9.8999996,26.6000004,NA,"2.5YR",3,6
100935,"Americus","AMERICUS","Sandy, siliceous Typic Dystrochrepts","Inceptisols","Ochrepts","Dystrochrepts","Typic Dystrochrepts","sandy",-84.0135193,32.3274002000001,528497,"40A38557",1,0,15,"Ap","Loamy sand",37406,83.5,5.3000002,11.1999998,NA,"5YR",3,4
100935,"Americus","AMERICUS","Sandy, siliceous Typic Dystrochrepts","Inceptisols","Ochrepts","Dystrochrepts","Typic Dystrochrepts","sandy",-84.0135193,32.3274002000001,528498,"40A38558",2,15,33,"B1","Loamy sand",37407,83,5.0999999,11.8999996,NA,"2.5YR",3,4
100935,"Americus","AMERICUS","Sandy, siliceous Typic Dystrochrepts","Inceptisols","Ochrepts","Dystrochrepts","Typic Dystrochrepts","sandy",-84.0135193,32.3274002000001,528499,"40A38559",3,33,63,"B21","Fine sandy loam",37408,81.9000015,5.8000002,12.3000002,NA,"2.5YR",3,6
100935,"Americus","AMERICUS","Sandy, siliceous Typic Dystrochrepts","Inceptisols","Ochrepts","Dystrochrepts","Typic Dystrochrepts","sandy",-84.0135193,32.3274002000001,528500,"40A38560",4,63,89,"B22","Loamy sand",37409,82.5999985,5.0999999,12.3000002,NA,"2.5YR",3,6
100935,"Americus","AMERICUS","Sandy, siliceous Typic Dystrochrepts","Inceptisols","Ochrepts","Dystrochrepts","Typic Dystrochrepts","sandy",-84.0135193,32.3274002000001,528501,"40A38561",5,89,124,"B23","Fine sandy loam",37410,82.1999969,5.0999999,12.6999998,NA,"2.5YR",3,6
100935,"Americus","AMERICUS","Sandy, siliceous Typic Dystrochrepts","Inceptisols","Ochrepts","Dystrochrepts","Typic Dystrochrepts","sandy",-84.0135193,32.3274002000001,528502,"40A38562",6,124,178,"B24","Fine sandy loam",37411,82.3000031,4.5999999,13.1000004,NA,"2.5YR",3,6
100938,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8760147,32.5540581000001,528483,"40A38688",1,0,18,"Ap","Fine sandy loam",40237,70.6999969,16.1000004,13.1999998,NA,"5YR",3,3
100938,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8760147,32.5540581000001,528484,"40A38689",2,18,28,"Bt1","Sandy clay",40238,50,15,35,NA,"2.5YR",3,4
100938,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8760147,32.5540581000001,528485,"40A38690",3,28,53,"Bt2","Sandy clay",40239,49,13.6000004,37.4000015,NA,"2.5YR",3,6
100938,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8760147,32.5540581000001,528486,"40A38691",4,53,84,"Bt3","Sandy clay",40240,49,12,39,NA,"2.5YR",3,6
100938,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8760147,32.5540581000001,528487,"40A38692",5,84,112,"Bt4","Sandy clay",40241,48.0999985,9.5,42.4000015,NA,"2.5YR",3,6
100938,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8760147,32.5540581000001,528488,"40A38693",6,112,147,"Bt5","Clay",40242,44,7.3000002,48.7000008,NA,"2.5YR",3,6
100938,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8760147,32.5540581000001,528489,"40A38694",7,147,239,"Bt6","Clay",40243,43.5999985,5,51.4000015,NA,"2.5YR",3,6
100939,"Faceville","FACEVILLE","Clayey, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-83.8610153,32.5290604,528476,"40A38636",1,0,20,"Ap","Loamy fine sand",37485,76.4000015,17.6000004,6,NA,"10YR",3,2
100939,"Faceville","FACEVILLE","Clayey, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-83.8610153,32.5290604,528477,"40A38637",2,20,36,"A","Fine sandy loam",37486,68.5,12.3999996,19.1000004,NA,"5YR",4,6
100939,"Faceville","FACEVILLE","Clayey, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-83.8610153,32.5290604,528478,"40A38638",3,36,46,"Bt11","Sandy clay loam",37487,57.7000008,12.6000004,29.7000008,NA,"2.5YR",4,8
100939,"Faceville","FACEVILLE","Clayey, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-83.8610153,32.5290604,528479,"40A38639",4,46,66,"Bt12","Sandy clay loam",37488,57,11.8000002,31.2000008,NA,"2.5YR",3,6
100939,"Faceville","FACEVILLE","Clayey, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-83.8610153,32.5290604,528480,"40A38640",5,66,86,"Bt13","Sandy clay loam",37489,57.0999985,10,32.9000015,NA,"2.5YR",3,6
100939,"Faceville","FACEVILLE","Clayey, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-83.8610153,32.5290604,528481,"40A38641",6,86,102,"Bt21","Sandy clay",37490,55.0999985,7.9000001,37,NA,"2.5YR",3,6
100939,"Faceville","FACEVILLE","Clayey, kaolinitic, thermic Typic Kandiudults","Ultisols","Udults","Kandiudults","Typic Kandiudults","clayey",-83.8610153,32.5290604,528482,"40A38642",7,102,160,"Bt22","Sandy clay",37491,54.0999985,6.6999998,39.2000008,NA,"2.5YR",3,6
100940,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8993454,32.5640602,528469,"40A38695",1,0,18,"Ap","Fine sandy loam",40244,73.3000031,11.1999998,15.5,NA,"5YR",3,4
100940,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8993454,32.5640602,528470,"40A38696",2,18,28,"Bt1","Sandy clay",40245,45.9000015,11.8999996,42.2000008,NA,"2.5YR",3,4
100940,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8993454,32.5640602,528471,"40A38697",3,28,58,"Bt2","Clay",40246,44.2000008,11.6999998,44.0999985,NA,"2.5YR",3,4
100940,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8993454,32.5640602,528472,"40A38698",4,58,86,"Bt3","Sandy clay",40247,49.7999992,10,40.2000008,NA,"2.5YR",3,4
100940,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8993454,32.5640602,528473,"40A38699",5,86,122,"Bt4","Sandy clay",40248,50.9000015,9.3999996,39.7000008,NA,"2.5YR",3,4
100940,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8993454,32.5640602,528474,"40A38700",6,122,155,"Bt5","Sandy clay",40249,50.7000008,7.1999998,42.0999985,NA,"2.5YR",3,4
100940,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8993454,32.5640602,528475,"40A38701",7,155,246,"Bt6","Sandy clay",40250,50.2000008,6.3000002,43.5,NA,"2.5YR",3,4
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528439,"40A38730",1,0,15,"Ap","Sand",40279,92.4000015,5,2.5999999,NA,"10YR",4,2
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528440,"40A38731",2,15,41,"A","Loamy sand",40280,86.0999985,6.3000002,7.5999999,NA,"7.5YR",4,4
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528441,"40A38732",3,41,61,"B11","Loamy sand",40281,84.5999985,6.3000002,9.1000004,NA,"5YR",5,6
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528442,"40A38733",4,61,81,"B12","Loamy sand",40282,84.4000015,6.3000002,9.3000002,NA,"5YR",4,6
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528443,"40A38734",5,81,107,"B13","Loamy sand",40283,83.1999969,3.8,13,NA,"5YR",4,6
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528444,"40A38735",6,107,137,"B2","Sandy clay loam",40284,74.1999969,4,21.7999992,NA,"2.5YR",4,8
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528445,"40A38736",7,137,163,"Bt1","Fine sandy loam",40285,77.4000015,3.5,19.1000004,NA,"2.5YR",3,6
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528446,"40A38737",8,163,196,"Bt2","Fine sandy loam",40286,79.4000015,3.5999999,17,NA,"2.5YR",3,6
100944,"Lucy","LUCY","Arenic Kandiudults, loamy, kaolinitic, thermic","Ultisols","Udults","Kandiudults","Arenic Kandiudults","loamy",-83.8379593,32.5560036000001,528447,"40A38738",9,196,218,"B3","Loamy sand",40287,84.3000031,3.2,12.5,NA,"2.5YR",3,6
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528430,"40A38627",1,0,20,"Ap","Sand",37476,90.9000015,6.1999998,2.9000001,NA,"10YR",4,2
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528431,"40A38628",2,20,41,"A","Loamy sand",37477,86.5999985,6.8000002,6.5999999,NA,"7.5YR",4,4
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528432,"40A38629",3,41,69,"B11","Fine sandy loam",37478,81.1999969,6.4000001,12.3999996,NA,"5YR",4,6
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528433,"40A38630",4,69,86,"B12","Loamy fine sand",37479,83.9000015,6.8000002,9.3000002,NA,"5YR",4,6
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528434,"40A38631",5,86,109,"B13","Loamy fine sand",37480,83.5,5.9000001,10.6000004,NA,"2.5YR",4,8
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528435,"40A38632",6,109,124,"Bt1","Fine sandy loam",37481,79.0999985,4.1999998,16.7000008,NA,"2.5YR",4,6
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528436,"40A38633",7,124,142,"Bt2","Fine sandy loam",37482,80,3.2,16.7999992,NA,"2.5YR",3,6
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528437,"40A38634",8,142,168,"B21","Loamy sand",37483,85,1.8,13.1999998,NA,"2.5YR",3,6
100945,"Eustis","EUSTIS","Siliceous, thermic Psammentic Paleudult","Ultisols","Udults","Paleudults","Psammentic Paleudults","sandy",-83.7682343,32.5465584,528438,"40A38635",9,168,193,"B22","Fine sandy loam",37484,82.9000015,2.9000001,14.1999998,NA,"2.5YR",4,6
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530545,"40A38702",1,0,15,"Ap","Sandy clay loam",40251,55.5999985,19.7999992,24.6000004,NA,"10YR",3,3
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530546,"40A38703",2,15,30,"Bt1","Sandy clay",40252,45.2000008,14.6000004,40.2000008,NA,"2.5YR",3,4
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530547,"40A38704",3,30,43,"Bt21","Clay",40253,44.5999985,14.3000002,41.0999985,NA,"2.5YR",3,6
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530548,"40A38705",4,43,61,"Bt22","Clay",40254,43.2000008,13.1999998,43.5999985,NA,"2.5YR",3,6
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530549,"40A38706",5,61,84,"Bt23","Clay",40255,42,12.8999996,45.0999985,NA,"2.5YR",3,6
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530550,"40A38707",6,84,109,"Bt24","Clay",40256,42.7999992,9.6999998,47.5,NA,"2.5YR",3,6
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530551,"40A38708",7,109,135,"Bt25","Clay",40257,40.9000015,9.5,49.5999985,NA,"2.5YR",3,6
100947,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.9065704,32.5582275,530552,"40A38709",8,135,206,"Bt26","Clay",40258,42.7000008,1.9,55.4000015,NA,"2.5YR",3,6
100948,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8940735,32.5735016,530553,"40A38710",1,0,23,"Ap","Loam",40259,45.7000008,28.5,25.7999992,NA,"5YR",3,2
100948,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8940735,32.5735016,530554,"40A38711",2,23,41,"Bt1","Clay",40260,39.5999985,18.1000004,42.2999992,NA,"2.5YR",3,4
100948,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8940735,32.5735016,530555,"40A38712",3,41,56,"Bt2","Clay",40261,40.2000008,16,43.7999992,NA,"2.5YR",3,4
100948,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8940735,32.5735016,530556,"40A38713",4,56,76,"Bt3","Clay",40262,40.4000015,12.6000004,47,NA,"2.5YR",3,4
100948,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8940735,32.5735016,530557,"40A38714",5,76,97,"Bt4","Clay",40263,39.5,13.3999996,47.0999985,NA,"2.5YR",3,4
100948,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8940735,32.5735016,530558,"40A38715",6,97,142,"Bt5","Clay",40264,39.9000015,12.1000004,48,NA,"2.5YR",3,4
100948,"Greenville","GREENVILLE","Clayey, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","clayey",-83.8940735,32.5735016,530559,"40A38716",7,142,213,"Bt6","Clay",40265,45,9.1999998,45.7999992,NA,"2.5YR",3,4
100958,"Lakeland","LAKELAND","Thermic, coated Typic Quartzipsamment","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","not used",-83.5821152,31.5946407000001,529399,"40A38723",1,0,25,"Ap","Loamy sand",40272,84.8000031,12.1999998,3,NA,"2.5Y",4,2
100958,"Lakeland","LAKELAND","Thermic, coated Typic Quartzipsamment","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","not used",-83.5821152,31.5946407000001,529400,"40A38724",2,25,58,"E","Sand",40273,87.4000015,9.1000004,3.5,NA,"2.5Y",6,4
100958,"Lakeland","LAKELAND","Thermic, coated Typic Quartzipsamment","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","not used",-83.5821152,31.5946407000001,529401,"40A38725",3,58,81,"A","Loamy sand",40274,85.4000015,9.3999996,5.1999998,NA,"2.5Y",7,6
100958,"Lakeland","LAKELAND","Thermic, coated Typic Quartzipsamment","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","not used",-83.5821152,31.5946407000001,529402,"40A38726",4,81,102,"Bt1","Fine sandy loam",40275,76.0999985,10.1000004,13.8000002,NA,"10YR",5,6
100958,"Lakeland","LAKELAND","Thermic, coated Typic Quartzipsamment","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","not used",-83.5821152,31.5946407000001,529403,"40A38727",5,102,127,"Bt2","Sandy loam",40276,75,9,16,NA,"10YR",5,6
100958,"Lakeland","LAKELAND","Thermic, coated Typic Quartzipsamment","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","not used",-83.5821152,31.5946407000001,529404,"40A38728",6,127,160,"Bt3","Sandy loam",40277,78.5999985,10,11.3999996,NA,"10YR",7,8
100958,"Lakeland","LAKELAND","Thermic, coated Typic Quartzipsamment","Entisols","Psamments","Quartzipsamments","Typic Quartzipsamments","not used",-83.5821152,31.5946407000001,529405,"40A38729",7,160,178,"Btg","Sandy loam",40278,74.9000015,8.8999996,16.2000008,NA,"10YR",7,8
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529383,"40A38850",1,0,20,"Ap","Loamy coarse sand",43399,87.3000031,7.5999999,5.0999999,NA,"10YR",3,2
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529384,"40A38851",2,20,30,"E","Coarse sandy loam",46500,79.0999985,9.6999998,11.1999998,NA,"10YR",4,4
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529385,"40A38852",3,30,46,"B1","Coarse sandy loam",46501,74.5999985,10,15.3999996,NA,"10YR",5,6
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529386,"40A38853",4,46,69,"B2","Sandy clay loam",46502,66.1999969,8.3000002,25.5,NA,"10YR",5,8
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529387,"40A38854",5,69,89,"B3","Sandy clay loam",46503,63.9000015,6.6999998,29.3999996,NA,"10YR",5,8
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529388,"40A38855",6,89,109,"C1","Sandy clay loam",46504,60.2999992,6.6999998,33,NA,"10YR",5,8
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529389,"40A38856",7,109,142,"C2","Sandy clay loam",46505,58.2999992,7.8000002,33.9000015,NA,"10YR",5,6
100960,"Tifton","TIFTON","Fine-loamy, siliceous, subactive, thermic Plinthic Paleudults","Ultisols","Udults","Paleudults","Plinthic Paleudults","fine-loamy",-83.587677,31.3465919000001,529390,"40A38857",8,142,188,"C3","Sandy clay",46506,57.5999985,6.5999999,35.7999992,NA,"10YR",6,8
