"peiidref","seqnum","hzdept.x","hzdepb.x","hzthk_r","hzthk_h","obsmethod","hzname.x","hzname_s","desgndisc","desgnmaster","desgnmasterprime","desgnvert","texture","texture_s","stratextsflag.x","claytotest","silttotest","sandtotest","fragvoltot","horcolorvflag","obssoimoiststat","rupresblkmst","rupresblkdry","rupresblkcem","rupresplate","mannerfailure","stickiness","plasticity","toughclass","penetrres","penetorient","horzpermclass","phfield","phdetermeth","effclass","efflocation","effagent","carbdevstagefe","carbdevstagecf","mneffclass","mneffagent","reactadipyridyl","dipyridylloc","excavdifcl","soilodor","soilodorintensity","rmonosulfidep","bounddistinct","boundtopo","dspcomplayerid","aashtocl","unifiedcl","recwlupdated.x","recuseriidref.x","phiid","labsampnum.x","peiidref.y","ncsslayerlabdataiid","layerdepthtop","layerdepthbottom","ncsspedonlabdataiidref","layerseqnum","labsampnum.y","hzdept.y","hzdepb.y","layertype","hzname.y","hznameoriginal","stratextsflag.y","moistprepstate","texcl","sandvcmeasured","sandcomeasured","sandmedmeasured","sandfinemeasured","sandvfmeasured","sandtotmeasured","siltcomeasured","siltfinemeasured","silttotmeasured","claycarbmeasured","clayfinemeasured","claytotmeasured","carbonorganicpctmeasured","carbontotalpctmeasured","ompctest","fiberrubbedpct","fiberunrubbedpct","fragwt25","fragwt520","fragwt2075","fragwt275","wtpct0175","wtpctgt2ws","ph1to1h2o","ph01mcacl2","phnaf","resistivity","ecmeasured","esp","sar","cecsumcations","cec7","ecec","sumbases","basesatsumcations","basesatnh4oac","caco3equivmeasured","gypsumequivlt2measured","feoxalatemeasured","feextractable","fetotal","sioxalatemeasured","extracid","extral","aloxalatemeasured","altotal","pmehlich3","poxalatemeasured","polsenmeasured","ptotalmeasured","nzpretention","dbthirdbar","dbovendry","aggstabpct","wtenthbarclod","wtenthbarsieve","wthirdbarclod","wthirdbarsieve","wfifteenbarmeasured","wretentiondiffws","wfifteenbartoclay","adod","lep","cole","liquidlimitmeasured","pi","recwlupdated.y","recuseriidref.y","upedonid","taxonname.x","taxclname.x","labsourceid","pedlabsampnum","pedonhydricrating","grpiidref","classtype","classdate","taxonname.y","taxclname.y","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition"
103462,8,225,265,NA,NA,"","C",NA,NA,"","",NA,"SL SL",NA,0,NA,NA,NA,0,0,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","4/24/2016 14:17:52",1237,531439,"40A01768",103462,147574,220,265,32766,12,"40A01768",220,265,"Horizon","C","C","NO","Air-dry","Coarse sandy loam",6.4000001,18.8999996,15,19.3999996,12.6000004,72.3000031,9.3000002,8.1000004,17.3999996,NA,7.5999999,10.3000002,0.02,NA,NA,NA,NA,1,0,0,1,60,1,4.5,NA,NA,NA,NA,NA,NA,1.7,NA,NA,0,1,NA,NA,NA,NA,0,NA,NA,1.7,1.4,NA,NA,NA,NA,NA,NA,NA,1.8099999,1.84,NA,NA,NA,11.1000004,NA,4.1999998,0.12,0.41,NA,NA,0,NA,NA,"10/25/2018 20:02:13",NA,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
103462,2,10,23,NA,NA,"","A2",NA,NA,"","",NA,"SL",NA,0,NA,NA,NA,0,0,"","Friable","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"Clear","","","","","4/24/2016 14:17:52",1237,531433,"40A01758",103462,147564,10,23,32766,2,"40A01758",10,23,"Horizon","E","A2","NO","Air-dry","Fine sandy loam",4.4000001,13.8999996,10.5,15.6999998,11.6999998,56.2000008,10.6000004,16.8999996,27.5,NA,8.1999998,16.2999992,0.51,NA,NA,NA,NA,1,0,0,1,45,1,4.1999998,NA,NA,NA,NA,NA,NA,6.9000001,NA,3.3,0.2,3,NA,NA,NA,NA,0.1,NA,NA,6.6999998,3.0999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9000001,NA,0.42,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",NA,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
103462,3,23,41,NA,NA,"","B21TG",NA,NA,"","",NA,"SL",NA,0,NA,NA,NA,0,0,"","Friable","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"Clear","Irregular","","","","4/24/2016 14:17:52",1237,531434,"40A01759",103462,147565,23,41,32766,3,"40A01759",23,41,"Horizon","Btg1","B21tg","NO","Air-dry","Sandy loam",5,14.8000002,10.5,13.1000004,9.6999998,53.0999985,10.5,18.2000008,28.7000008,NA,NA,18.2000008,0.15,NA,NA,NA,NA,1,1,0,2,43,2,4.3000002,NA,NA,NA,NA,NA,NA,5.1999998,NA,3.5999999,0.1,2,NA,NA,NA,NA,0.2,NA,NA,5.0999999,3.5,NA,NA,NA,NA,NA,NA,NA,1.79,1.82,NA,NA,NA,12,NA,6.4000001,0.1,0.35,NA,NA,0,NA,NA,"10/25/2018 20:02:13",1237,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
103462,5,74,120,NA,NA,"","B23TG",NA,NA,"","",NA,"SCL",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"Gradual","Smooth","","","","4/24/2016 14:17:52",1237,531436,"40A01761",103462,147567,74,120,32766,5,"40A01761",74,120,"Horizon","Btg3","B23tg","NO","Air-dry","Sandy clay loam",4,14.3999996,10.1000004,11.8000002,7.4000001,47.7000008,7.9000001,14.6999998,22.6000004,NA,19.2000008,29.7000008,0.13,NA,NA,NA,NA,1,0,0,1,40,1,4.4000001,NA,NA,NA,NA,NA,NA,7.5999999,NA,4.9000001,0.4,5,NA,NA,NA,NA,1.6,NA,NA,7.1999998,4.5,NA,NA,NA,NA,NA,NA,NA,1.71,1.8,NA,NA,NA,16.2999992,NA,11.1000004,0.09,0.37,NA,NA,0.02,NA,NA,"10/25/2018 20:02:13",1237,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
103462,1,0,10,NA,NA,"","A1",NA,NA,"","",NA,"SL",NA,0,NA,NA,NA,0,0,"","Friable","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"Abrupt","Smooth","","","","4/24/2016 14:17:52",1237,531432,"40A01757",103462,147563,0,10,32766,1,"40A01757",0,10,"Horizon","A","A1","NO","Air-dry","Sandy loam",3.8,15,12.1000004,19.6000004,11.8000002,62.2999992,11.1000004,18.2000008,29.2999992,NA,NA,8.3999996,3.9100001,NA,NA,NA,NA,1,0,0,1,51,1,4,NA,NA,NA,NA,NA,NA,24,NA,6.5999999,3.4,14,NA,NA,NA,NA,0.2,NA,NA,20.6000004,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3999996,NA,1.12,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",NA,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
103462,6,126,160,NA,NA,"","B24TG",NA,NA,"","",NA,"SCL SCL",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:17:52",1237,531437,"40A01764",103462,147570,120,160,32766,8,"40A01764",120,160,"Horizon","Btg4","B24tg","NO","Air-dry","Sandy clay loam",4.8000002,17.3999996,11.8000002,12.6000004,7.1999998,53.7999992,7.3000002,12.6999998,20,NA,19.2999992,26.2000008,0.11,NA,NA,NA,NA,0,0,0,0,47,0,4.3000002,NA,NA,NA,NA,NA,NA,6.5,NA,4.5,0.1,2,NA,NA,NA,NA,0.5,NA,NA,6.4000001,4.4000001,NA,NA,NA,NA,NA,NA,NA,1.76,1.84,NA,NA,NA,15,NA,10.3000002,0.08,0.39,NA,NA,0.01,NA,NA,"10/25/2018 20:02:13",1237,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
103462,4,41,74,NA,NA,"","B22TG",NA,NA,"","",NA,"L",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:17:52",1237,531435,"40A01760",103462,147566,41,74,32766,4,"40A01760",41,74,"Horizon","Btg2","B22tg","NO","Air-dry","Loam",4.8000002,13.6000004,9.1000004,11,8.8000002,47.2999992,10,19.2000008,29.2000008,NA,NA,23.5,0.13,NA,NA,NA,NA,1,0,0,1,39,1,4.4000001,NA,NA,NA,NA,NA,NA,6.5,NA,4.3000002,0.3,5,NA,NA,NA,NA,1.2,NA,NA,6.1999998,4,NA,NA,NA,NA,NA,NA,NA,1.78,1.82,NA,NA,NA,13.6999998,NA,8.8000002,0.09,0.37,NA,NA,0.01,NA,NA,"10/25/2018 20:02:13",1237,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
103462,7,160,225,NA,NA,"","B3G",NA,NA,"","",NA,"SCL",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:17:52",1237,531438,"40A01765",103462,147571,160,225,32766,9,"40A01765",160,225,"Horizon","Bg","B3g","NO","Air-dry","Sandy clay loam",5,18.2999992,13.3000002,13.1999998,10,59.7999992,7.3000002,10.3999996,17.7000008,NA,NA,22.5,0.06,NA,NA,NA,NA,1,0,0,1,50,1,4.6999998,NA,NA,NA,NA,NA,NA,4.6999998,NA,3.3,0.2,4,NA,NA,NA,NA,0.9,NA,NA,4.5,3.0999999,NA,NA,NA,NA,NA,NA,NA,1.77,1.82,NA,NA,NA,14.8999996,NA,9,0.1,0.4,NA,NA,0.01,NA,NA,"10/25/2018 20:02:13",1237,"S1965NC101002","Snd","","SSL","40A0237","No",26641,"Sampled as","10/20/1965 0:00:00","Snd",NA,NA,NA,NA,NA,NA,"","","","",""
955663,1,0,10,NA,NA,"","A1",NA,NA,"","",NA,"",NA,0,NA,NA,NA,NA,0,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","1/16/2014 23:56:01",1237,4798147,"40A31761",NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77GA319002","SND","Not Classified","LIMS","40A4161","No",23263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955663,2,10,20,NA,NA,"","A2",NA,NA,"","",NA,"",NA,0,NA,NA,NA,NA,0,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","1/16/2014 23:56:01",1237,4798148,"40A31762",NA,NA,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77GA319002","SND","Not Classified","LIMS","40A4161","No",23263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955663,3,20,41,NA,NA,"","B1",NA,NA,"","",NA,"",NA,0,NA,NA,NA,NA,0,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","1/16/2014 23:56:01",1237,4798149,"40A31763",NA,NA,20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77GA319002","SND","Not Classified","LIMS","40A4161","No",23263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955663,4,41,81,NA,NA,"","B21",NA,NA,"","",NA,"",NA,0,NA,NA,NA,NA,0,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","1/16/2014 23:56:01",1237,4798150,"40A31764",955663,227540,41,81,40351,4,"40A31764",41,81,"Horizon","B21","B21","NO","Air-dry","Sandy clay loam",0.3,5,11,30,12.6999998,59,6.4000001,10.1999998,16.6000004,NA,NA,24.3999996,NA,NA,NA,NA,NA,0,0,0,0,46,0,4.4000001,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,0.43,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",NA,"77GA319002","SND","Not Classified","LIMS","40A4161","No",23263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955663,5,81,127,NA,NA,"","B22",NA,NA,"","",NA,"",NA,0,NA,NA,NA,NA,0,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","1/16/2014 23:56:01",1237,4798151,"40A31765",955663,227541,81,127,40351,5,"40A31765",81,127,"Horizon","B22","B22","NO","Air-dry","Sandy clay loam",0.1,0.9,1.7,23.6000004,19.1000004,45.4000015,7.6999998,16.2999992,24,NA,NA,30.6000004,NA,NA,NA,NA,NA,0,0,0,0,26,0,4.4000001,3.5999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1000004,NA,0.43,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",NA,"77GA319002","SND","Not Classified","LIMS","40A4161","No",23263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955663,6,127,165,NA,NA,"","2C",NA,NA,"","",NA,"",NA,0,NA,NA,NA,NA,0,"","","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","1/16/2014 23:56:01",1237,4798152,"40A31766",NA,NA,127,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77GA319002","SND","Not Classified","LIMS","40A4161","No",23263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110638,6,140,190,NA,NA,"","B24T",NA,NA,"","",NA,"C",NA,0,NA,NA,NA,0,0,"","Very firm","","","","","","","","","","",4.8000002,"Unspecified","","","","","","","","","","","","",0,"","","","","","4/24/2016 14:19:10",1237,543138,"40A33475",110638,270366,140,190,40545,6,"40A33475",140,190,"Horizon","Bt4","B24t","NO","Air-dry","Clay",0.9,1.5,0.8,3.7,1.2,8.1000004,5.0999999,28.2000008,33.2999992,NA,NA,58.5999985,0.07,NA,NA,NA,NA,0,0,0,0,7,0,4.4000001,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5,NA,0.45,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1975SC027001","PERSANTI","","SSL","40A4382","No",26641,"Sampled as","6/1/1975 0:00:00","PERSANTI",NA,NA,NA,NA,NA,NA,"","","","",""
110638,3,25,56,NA,NA,"","B21T",NA,NA,"","",NA,"C",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",5.1999998,"Unspecified","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:19:10",1237,543135,"40A33472",110638,270363,25,56,40545,3,"40A33472",25,56,"Horizon","Bt1","B21t","NO","Air-dry","Clay",2.4000001,1.1,0.6,2.3,5.9000001,12.3000002,10.8000002,22,32.7999992,NA,NA,54.9000015,0.37,NA,NA,NA,NA,6,1,0,7,13,7,4.8000002,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6000004,NA,0.39,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1975SC027001","PERSANTI","","SSL","40A4382","No",26641,"Sampled as","6/1/1975 0:00:00","PERSANTI",NA,NA,NA,NA,NA,NA,"","","","",""
110638,2,13,25,NA,NA,"","B1",NA,NA,"","",NA,"CL",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",5.5999999,"Unspecified","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:19:10",1237,543134,"40A33471",110638,270362,13,25,40545,2,"40A33471",13,25,"Horizon","B","B1","NO","Air-dry","Clay loam",4.3000002,1.9,1,3.5999999,9.6000004,20.3999996,17.7000008,28.2000008,45.9000015,NA,NA,33.7000008,0.72,NA,NA,NA,NA,11,1,0,12,22,12,5.0999999,4.8000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3000002,NA,0.39,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",NA,"S1975SC027001","PERSANTI","","SSL","40A4382","No",26641,"Sampled as","6/1/1975 0:00:00","PERSANTI",NA,NA,NA,NA,NA,NA,"","","","",""
110638,4,56,102,NA,NA,"","B22T",NA,NA,"","",NA,"C",NA,0,NA,NA,NA,0,0,"","Very firm","","","","","","","","","","",5,"Unspecified","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:19:10",1237,543136,"40A33473",110638,270364,56,102,40545,4,"40A33473",56,102,"Horizon","Bt2","B22t","NO","Air-dry","Clay",0.8,1,0.9,2.3,4.9000001,9.8999996,7,23.2000008,30.2000008,NA,NA,59.9000015,0.12,NA,NA,NA,NA,2,0,0,2,7,2,4.9000001,4.1999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6000004,NA,0.44,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1975SC027001","PERSANTI","","SSL","40A4382","No",26641,"Sampled as","6/1/1975 0:00:00","PERSANTI",NA,NA,NA,NA,NA,NA,"","","","",""
110638,5,102,140,NA,NA,"","B23T",NA,NA,"","",NA,"C",NA,0,NA,NA,NA,0,0,"","Very firm","","","","","","","","","","",5,"Unspecified","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:19:10",1237,543137,"40A33474",110638,270365,102,140,40545,5,"40A33474",102,140,"Horizon","Bt3","B23t","NO","Air-dry","Clay",1.1,1.4,0.8,1.6,3.0999999,8,7.0999999,25.7999992,32.9000015,NA,NA,59.0999985,0.1,NA,NA,NA,NA,2,0,0,2,7,2,5,4.5999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7999992,NA,0.47,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1975SC027001","PERSANTI","","SSL","40A4382","No",26641,"Sampled as","6/1/1975 0:00:00","PERSANTI",NA,NA,NA,NA,NA,NA,"","","","",""
110638,1,0,13,NA,NA,"","AP",NA,NA,"","",NA,"SL",NA,0,NA,NA,NA,0,0,"","Very friable","","","","","","","","","","",5.5999999,"Unspecified","","","","","","","","","","","","",0,"Clear","Wavy","","","","4/24/2016 14:19:10",1237,543133,"40A33470",110638,270361,0,13,40545,1,"40A33470",0,13,"Horizon","Ap","Ap","NO","Air-dry","Silt loam",5.0999999,3.9000001,2.2,5.0999999,12,28.2999992,20.2000008,30,50.2000008,NA,NA,21.5,4.0100002,NA,NA,NA,NA,9,0,0,9,24,9,5.1999998,5.0999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1999998,NA,0.52,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1975SC027001","PERSANTI","","SSL","40A4382","No",26641,"Sampled as","6/1/1975 0:00:00","PERSANTI",NA,NA,NA,NA,NA,NA,"","","","",""
100958,7,160,178,NA,NA,"","B24TG",NA,NA,"","",NA,"LS",NA,0,NA,NA,NA,0,0,"","Friable","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","4/23/2016 6:14:03",1237,529405,"40A38729",100958,40278,160,178,41831,7,"40A38729",160,178,"Horizon","Btg","B24tg","NO","Air-dry","Sandy loam",2.3,11.1000004,17.6000004,29.2000008,14.6999998,74.9000015,6,2.9000001,8.8999996,NA,NA,16.2000008,0.02,NA,NA,NA,NA,0,0,0,0,60,0,4.6999998,NA,NA,NA,NA,NA,NA,3.3,NA,NA,1.2,36,NA,NA,NA,NA,0.3,NA,NA,2.0999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1956GA277003","LAKELAND","","SSL","40A5142","No",23262,"Sampled as","2/1/1956 0:00:00","LAKELAND",NA,NA,NA,NA,NA,NA,"","","","",""
100938,7,147,239,NA,NA,"","B26T",NA,NA,"","",NA,"SC",NA,0,NA,NA,NA,0,0,"","Friable","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","4/23/2016 6:14:05",1237,528489,"40A38694",100938,40243,147,239,41826,7,"40A38694",147,239,"Horizon","Bt6","B26t","NO","Air-dry","Clay",0.6,2.9000001,3.5,19.7999992,16.7999992,43.5999985,3.0999999,1.9,5,NA,NA,51.4000015,0.04,NA,NA,NA,NA,0,0,0,0,27,0,4.9000001,NA,NA,NA,NA,NA,NA,6.3000002,NA,2.3,1.4,22,NA,NA,NA,NA,4.0999999,NA,NA,4.9000001,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1000004,NA,0.33,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1962GA225007","GREENVILLE","","SSL","40A5137","No",23262,"Sampled as","4/4/1962 0:00:00","GREENVILLE",NA,NA,NA,NA,NA,NA,"","","","",""
100967,5,122,163,NA,NA,"","B2TG",NA,NA,"","",NA,"SCL",NA,0,NA,NA,NA,0,0,"","Friable","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","4/23/2016 6:14:02",1237,529344,"40A38804",100967,43353,122,163,41842,5,"40A38804",122,163,"Horizon","Btg2","B2tg","NO","Air-dry","Sandy clay loam",5.9000001,14.3999996,13.8999996,22.2999992,11.6999998,68.1999969,6,2.9000001,8.8999996,NA,NA,22.8999996,0,NA,NA,NA,NA,0,0,0,0,57,0,4.6999998,NA,NA,NA,NA,NA,NA,5.5,NA,NA,1.5,27,NA,NA,NA,NA,1.5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1957GA277012","RAINS","","SSL","40A5153","No",23262,"Sampled as","7/1/1957 0:00:00","RAINS",NA,NA,NA,NA,NA,NA,"","","","",""
100962,7,145,157,NA,NA,"","C2",NA,NA,"","",NA,"SCL",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","4/23/2016 6:14:02",1237,529375,"40A38864",100962,46513,145,157,41850,7,"40A38864",145,157,"Horizon","C2","C2","NO","Air-dry","Sandy clay loam",3.9000001,18.2000008,17.7000008,21.1000004,8.8999996,69.8000031,2.3,2.4000001,4.6999998,NA,NA,25.5,0.03,NA,NA,NA,NA,0,0,0,0,61,0,4.8000002,NA,NA,NA,NA,NA,NA,4.5999999,NA,NA,0.8,17,NA,NA,NA,NA,1.1,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1956GA277007","TIFTON","","SSL","40A5161","No",23262,"Sampled as","7/1/1956 0:00:00","TIFTON",NA,NA,NA,NA,NA,NA,"","","","",""
100961,7,160,160,NA,NA,"","C2",NA,NA,"","",NA,"SL",NA,0,NA,NA,NA,0,0,"","Firm","","","","","","","","","","",NA,"","","","","","","","","","","","","",0,"","","","","","4/23/2016 6:14:03",1237,529382,"40A38787",100961,43336,160,165,41839,7,"40A38787",160,165,"Horizon","C2","C2","NO","Air-dry","Sandy loam",3.5,20.7000008,23,25.7000008,7.5,80.4000015,1.9,1.8,3.7,NA,NA,15.8999996,0,NA,NA,NA,NA,0,0,0,0,73,0,4.5999999,NA,NA,NA,NA,NA,NA,3.0999999,NA,NA,0.6,19,NA,NA,NA,NA,0.3,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/25/2018 20:02:13",1237,"S1956GA277006","NORFOLK","","SSL","40A5150","No",23262,"Sampled as","2/1/1956 0:00:00","NORFOLK",NA,NA,NA,NA,NA,NA,"","","","",""
